archetype,decktype,player,quantity,scryfallId
Aggro-Combo,Red Aggro Strom,Ivo,1,ce35e6fb-ff54-44c4-a216-7ddd37f46882
Aggro-Combo,Red Aggro Strom,Ivo,1,6cc73d16-5ed7-4104-91f6-0997a2080e2e
Aggro-Combo,Red Aggro Strom,Ivo,1,4a08ca06-58db-4ce6-b490-be4bea8956a1
Aggro-Combo,Red Aggro Strom,Ivo,1,fa7a55aa-ae61-4933-b7a4-dcc55dac6fcd
Aggro-Combo,Red Aggro Strom,Ivo,1,09fd2d9c-1793-4beb-a3fb-7a869f660cd4
Aggro-Combo,Red Aggro Strom,Ivo,1,97b9bab9-12ee-4da5-9d53-d0b82d9279cd
Aggro-Combo,Red Aggro Strom,Ivo,1,24a5cc2c-0fbf-4a5f-b175-6e0ffd0d0787
Aggro-Combo,Red Aggro Strom,Ivo,1,89af0f45-c11c-4f13-9950-b1489440ee5b
Aggro-Combo,Red Aggro Strom,Ivo,1,54e0c2cd-fa5f-427d-8e15-6066f002a8e3
Aggro-Combo,Red Aggro Strom,Ivo,1,df3784d4-80cd-4f78-afb3-d61f3bab5b2c
Aggro-Combo,Red Aggro Strom,Ivo,1,652236c2-84ef-45e4-b5fc-ed6170bc3d6c
Aggro-Combo,Red Aggro Strom,Ivo,1,0e51d796-7279-4c06-87f0-37adbdaa41df
Combo,Artifacts,Joel K.,1,045ce37b-86d2-4e56-84af-b6625b53d13c
Combo,Artifacts,Joel K.,1,5da578b8-19e6-4068-9336-e7cd33c585f1
Combo,Artifacts,Joel K.,1,41ff849e-2439-4690-8aa4-769039b6da4c
Combo,Artifacts,Joel K.,1,995486ce-58bb-4753-a812-0ca73ef1a235
Combo,Artifacts,Joel K.,1,5f608efc-0dbc-4cc3-aadd-ed473bfc29ab
Combo,Artifacts,Joel K.,1,8c2996d9-3287-4480-8c04-7a378e37e3cf
Combo,Artifacts,Joel K.,1,9e7fb3c0-5159-4d1f-8490-ce4c9a60f567
Combo,Artifacts,Joel K.,1,02e8e540-8aa3-4e6a-9a11-c3949cab5f0f
Combo,Artifacts,Joel K.,1,85a89077-b384-4fca-9d26-7297962c1541
Combo,Artifacts,Joel K.,1,05e8a4ea-8c0d-4284-ac23-80e19fdde11d
Combo,Artifacts,Joel K.,1,4e117771-5a8b-4812-b487-32ba34b7f724
Combo,Artifacts,Joel K.,1,3c02b8ee-84cb-44cb-ba14-9e725a9d03ee
Combo,Artifacts,Joel K.,1,d6ec3293-b09e-4931-ac4e-dc5eac0ca004
Combo,Artifacts,Joel K.,1,1e2fee55-227b-4373-a3f7-b463f220033f
Combo,Artifacts,Joel K.,1,162e81d3-6cd4-4cb8-8ed8-cfbd8d34ca71
Combo,Artifacts,Joel K.,1,fd99bce1-ce39-464b-8e61-2631eb3ed6f6
Combo,Artifacts,Joel K.,1,d2124603-d20e-40eb-97f0-a66323397ac2
Combo,Artifacts,Joel K.,1,441f8b2f-c8cb-4340-a92f-116c2276e906
Combo,Artifacts,Joel K.,1,aac0c8df-f01d-4178-8d66-ee603f814d24
Combo,Artifacts,Joel K.,1,f3405184-dcda-4bb6-ade6-c2a87bc3296d
Combo,Artifacts,Joel K.,1,5b8ba842-c662-4686-bca3-93ddb7fa11a6
Combo,Artifacts,Joel K.,1,939c6e19-4b27-4023-bb9c-ae440f91e21c
Combo,Artifacts,Joel K.,1,1571b584-9007-45ee-a3c3-6c72f227fee2
Combo,Artifacts,Joel K.,1,4a0bb5dc-75a6-4bd6-81f8-611197fb0fba
Combo,Artifacts,Joel K.,1,64a5d494-efa1-446b-bebe-2ad36e154376
Combo,Artifacts,Joel K.,1,abcd0e32-2e6b-419b-9e8a-af38f2b48a66
Combo,Artifacts,Joel K.,1,b3c1e5e3-4e6b-456a-958c-7a75c38f8183
Combo,Artifacts,Joel K.,1,5a10b543-d5d4-42a8-9ee8-dada59a2ad7e
Aggro-Combo,Gruul Aggro Combo,Myri,1,e4775a26-0b66-40e9-8f64-41d9308ca032
Aggro-Combo,Gruul Aggro Combo,Myri,1,01006833-6007-4c16-9ebb-20d31c60a57a
Aggro-Combo,Gruul Aggro Combo,Myri,1,7eb39e97-53c2-4df0-9fb3-a3d6a24ec41f
Aggro-Combo,Gruul Aggro Combo,Myri,1,7b54447f-1daf-4352-b5c3-3c0ec8b8f4d0
Aggro-Combo,Gruul Aggro Combo,Myri,1,f9246b68-580f-4f53-883d-7900880e4b0d
Aggro-Combo,Gruul Aggro Combo,Myri,1,2b9b0195-beda-403e-bc27-7ae3be9f318c
Aggro-Combo,Gruul Aggro Combo,Myri,1,265522eb-4f6a-40e7-b374-3833fa63c80b
Aggro-Combo,Gruul Aggro Combo,Myri,1,eca8d6f8-c6f1-437c-99e2-4281eae14a6f
Aggro-Combo,Gruul Aggro Combo,Myri,1,6ade6918-6d1d-448d-ab56-93996051e9a9
Aggro-Combo,Gruul Aggro Combo,Myri,1,74d29b3d-f588-431d-bf4e-f7215683ab39
Aggro-Combo,Gruul Aggro Combo,Myri,1,1daf4348-05c5-4c55-bcf2-c7bec7988bfc
Aggro-Combo,Gruul Aggro Combo,Myri,1,e41cf82d-3213-47ce-a015-6e51a8b07e4f
Aggro-Combo,Gruul Aggro Combo,Myri,1,4a706ecf-3277-40e3-871c-4ba4ead16e20
Aggro-Combo,Gruul Aggro Combo,Myri,1,b045c28a-39f9-4cd9-8f3a-a626b697f409
Aggro-Combo,Gruul Aggro Combo,Myri,1,d51269cf-a333-4a64-94cd-245798d840d2
Aggro-Combo,Gruul Aggro Combo,Myri,1,6989018c-37b1-4282-a4af-9cc97f160b4d
Aggro-Combo,Gruul Aggro Combo,Myri,1,819a513c-3be6-4bdc-8ba6-1f7326a8f3ea
Aggro-Combo,Gruul Aggro Combo,Myri,1,4720b4f2-e6af-4223-9250-a0ed21ed5693
Aggro-Combo,Gruul Aggro Combo,Myri,1,de0e01e4-e143-47fd-8565-7b48219bb546
Aggro-Combo,Gruul Aggro Combo,Myri,1,1f9fb33a-3b39-4aff-93b8-aedafe0ea694
Aggro-Combo,Gruul Aggro Combo,Myri,1,ea1feac0-d3a7-45eb-9719-1cdaf51ea0b6
Aggro-Combo,Gruul Aggro Combo,Myri,1,52eef0d6-24b7-40b7-8403-e8e863d0cd55
Aggro-Combo,Gruul Aggro Combo,Myri,1,229a0d4a-3777-451d-a2fb-f1a2fdf8019f
Aggro-Combo,Gruul Aggro Combo,Myri,1,3a9d1082-a862-45d4-9e5e-392e879fead6
Aggro-Combo,Gruul Aggro Combo,Myri,1,19adde22-e5eb-4815-beb6-c520b3274cc9
Aggro-Combo,Gruul Aggro Combo,Myri,1,0cb33b46-4d1b-4f97-bfdc-d815aee111da
Aggro-Combo,Gruul Aggro Combo,Myri,1,5a077de0-1893-40d0-a499-ee2e6e2258f1
Aggro-Combo,Gruul Aggro Combo,Myri,1,2c723fc9-d5c9-4126-a9a6-f80c247a4b6b
Aggro-Combo,Gruul Aggro Combo,Myri,1,928036c9-11b8-493e-b9f2-8fbd3487cd19
Aggro-Combo,Gruul Aggro Combo,Myri,1,9814d8e8-c462-41ca-9909-1c659f488543
Aggro-Combo,Gruul Aggro Combo,Myri,1,54a3ea87-005e-4985-b2a5-21711d0b71c0
Aggro,Boros Aggro,Sili,1,c86b8a75-9e31-4a44-95b8-c83b9a49646f
Aggro,Boros Aggro,Sili,1,1ac0e78b-0fdd-44f9-8b7b-c4f28a32782e
Aggro,Boros Aggro,Sili,1,45fd6e91-df76-497f-b642-33dc3d5f6a5a
Aggro,Boros Aggro,Sili,1,f632be90-9e7f-41f8-a52e-a2952354d730
Aggro,Boros Aggro,Sili,1,55707746-da6e-46e5-a5ca-7ac843fdc38e
Aggro,Boros Aggro,Sili,1,fadb218d-29e2-42d1-a7a1-1066741d63ad
Aggro,Boros Aggro,Sili,1,0da69523-cece-425a-b08a-fb27fac29374
Aggro,Boros Aggro,Sili,1,2ba70366-b6ae-423a-a8d8-29d2b8afd939
Aggro,Boros Aggro,Sili,1,f231caf8-56c0-4719-a90d-5e5efbee3148
Aggro,Boros Aggro,Sili,1,7054012b-4f9d-44a0-aaf9-7fd3bddc7b2d
Aggro,Boros Aggro,Sili,1,f46a9329-7b91-441d-8653-50c1152c9120
Aggro,Boros Aggro,Sili,1,327cf118-cc92-4073-85d0-94d2a0a6989a
Aggro,Boros Aggro,Sili,1,117bb5db-4a1c-4704-b0b5-c67b45ac2f52
Aggro,Boros Aggro,Sili,1,2be39749-ad6f-4160-99eb-c677eee7f1b2
Aggro,Boros Aggro,Sili,1,72c6d541-e2cb-4d6e-acac-90a8f53b7006
Aggro,Boros Aggro,Sili,1,7d48d622-f397-4f31-b1a5-0c23f60aa71c
Aggro,Boros Aggro,Sili,1,3d8ca18d-9099-4f1e-95c1-f04da58a26bd
Aggro,Boros Aggro,Sili,1,2b5315a4-6a78-456f-8d5a-fea9d62f3f0e
Aggro,Boros Aggro,Sili,1,dd16222e-349c-4a2b-a7c8-8eb35a8ab332
Aggro,Boros Aggro,Sili,1,18092f68-b96e-4084-9eba-b240d2195d81
Aggro,Boros Aggro,Sili,1,2dc16614-5cf8-444d-a5ae-cac25018af68
Aggro,Boros Aggro,Sili,1,d2507bc2-da17-4e46-b4c5-ba0080ce2c6f
Aggro,Boros Aggro,Sili,1,08f79439-b8f8-418f-9772-26d81844749e
Aggro,Boros Aggro,Sili,1,1103da9c-300c-406b-997d-9e5bb7cd02d6
Aggro,Boros Aggro,Sili,1,db2a5e85-6cbc-43c1-9362-4056ad017ef0
Aggro,Boros Aggro,Sili,1,d13a898e-6a97-4fd9-980e-3bfd8d755386
Aggro,Boros Aggro,Sili,1,78cef262-c753-4658-b3ec-fec8db47f944
Aggro,Boros Aggro,Sili,1,24da9431-7e52-44f5-bc18-2f2d8a4ca81e
Aggro,Boros Aggro,Sili,1,2ef878cb-27b6-47d8-ad11-bd20529b0e7e
Control-Aggro (Midrange),Simic Midrange,Thomas,1,44afd414-cc69-4888-ba12-7ea87e60b1f7
Control-Aggro (Midrange),Simic Midrange,Thomas,1,064dfdeb-485f-473e-9fa0-8fdb7638cdc6
Control-Aggro (Midrange),Simic Midrange,Thomas,1,17db2b6a-eaa8-4a08-9e86-370bbd058574
Control-Aggro (Midrange),Simic Midrange,Thomas,1,41e108a5-4e2f-42cf-9ea1-87bf3c0a2b7f
Control-Aggro (Midrange),Simic Midrange,Thomas,1,89f5cc05-5d9d-4709-b3c5-a6249c294acc
Control-Aggro (Midrange),Simic Midrange,Thomas,1,1066a94a-8e4f-4d77-820b-7a77a18116f0
Control-Aggro (Midrange),Simic Midrange,Thomas,1,b5aaaee0-9a61-45df-821e-cce516f8de6a
Control-Aggro (Midrange),Simic Midrange,Thomas,1,4d9dbadd-c1b6-44fe-92ac-6f69d7178342
Control-Aggro (Midrange),Simic Midrange,Thomas,1,63c59228-c742-4abd-b4d7-9f7880190e95
Control-Aggro (Midrange),Simic Midrange,Thomas,1,224d904a-5972-4152-878a-9a922e7a55b6
Control-Aggro (Midrange),Simic Midrange,Thomas,1,6aa5cc65-f8f1-4f6f-8b4e-2fedccbda684
Control-Aggro (Midrange),Simic Midrange,Thomas,1,62b3f560-262b-4bc3-9aef-535fd7082c28
Control-Aggro (Midrange),Simic Midrange,Thomas,1,b841bfa8-7c17-4df2-8466-780ab9a4a53a
Control-Aggro (Midrange),Simic Midrange,Thomas,1,01794178-cf41-454c-ac37-1d8b18e42db2
Control-Aggro (Midrange),Simic Midrange,Thomas,1,28667c8b-d02c-4e57-a050-1549207b65d1
Control-Aggro (Midrange),Simic Midrange,Thomas,1,cc520518-2063-4b57-a0d4-10cf62a7175e
Control-Aggro (Midrange),Simic Midrange,Thomas,1,a87606cc-fbf0-4e2c-9798-f1c935d0573d
Control-Aggro (Midrange),Simic Midrange,Thomas,1,01e7b0bc-1c6c-48f4-8b72-1a809f536c6c
Control-Aggro (Midrange),Simic Midrange,Thomas,1,0a786855-6eb4-42c0-a528-4842db46809d
Control-Aggro (Midrange),Simic Midrange,Thomas,1,209c591a-4ab2-4e89-9523-a7b766cf4e51
Control-Aggro (Midrange),Simic Midrange,Thomas,1,71384418-173a-4f77-adab-56e52fa23692
Control-Aggro (Midrange),Simic Midrange,Thomas,1,d7a8cc1d-aabb-4eb6-b0f1-6c93ec246f61
Control-Aggro (Midrange),Simic Midrange,Thomas,1,60d0e6a6-629a-45a7-bfcb-25ba7156788b
Control-Aggro (Midrange),Simic Midrange,Thomas,1,120be808-ff3b-4fca-96a1-4db6b9825856
Control-Aggro (Midrange),Simic Midrange,Thomas,1,6efb6a69-562c-4d95-858d-b067444cfd7e
Control-Aggro (Midrange),Simic Midrange,Thomas,1,bd8fa327-dd41-4737-8f19-2cf5eb1f7cdd
Control-Aggro (Midrange),Simic Midrange,Thomas,1,1fc6d14a-1328-4032-ad9e-cd85cd365bd3
Control-Aggro (Midrange),Simic Midrange,Thomas,1,0845f0b0-9413-4ddd-861d-9607636bebc6
Control-Aggro (Midrange),Simic Midrange,Thomas,1,e6d7fba8-a157-4d81-9d6b-bd210a96b248
Control-Aggro (Midrange),Simic Midrange,Thomas,1,0e606072-a3aa-4300-ba90-ec92a721fa76
Combo,Reanimator-Sneak,Tommy,1,8a720448-017f-4f4a-9501-678245eaed17
Combo,Reanimator-Sneak,Tommy,1,6920c895-bc98-4871-a53f-219fa27a74e5
Combo,Reanimator-Sneak,Tommy,1,1785cb18-c291-4fd5-b8c7-ace893c32e49
Combo,Reanimator-Sneak,Tommy,1,04fc99dc-bfbe-4567-b791-6b1db96471ec
Combo,Reanimator-Sneak,Tommy,1,311a6257-dd77-4bb6-81cb-c8e7862350f3
Combo,Reanimator-Sneak,Tommy,1,cea3b218-0e6e-443a-84f7-380f1021e8e1
Combo,Reanimator-Sneak,Tommy,1,06c0c35d-a26e-473a-9206-8fbda7191700
Combo,Reanimator-Sneak,Tommy,1,06cb1bd6-73e0-4104-b344-4bc52d7dcedf
Combo,Reanimator-Sneak,Tommy,1,207d5f12-fbc6-4c75-9d84-fd2f0023fbd0
Combo,Reanimator-Sneak,Tommy,1,5427d8a6-ac9e-4e50-bd39-81713b2ade25
Combo,Reanimator-Sneak,Tommy,1,df9d9075-2d1e-4848-b661-816d539e05eb
Combo,Reanimator-Sneak,Tommy,1,43aa7e35-55ee-4e02-a8aa-ea2b267055d1
Combo,Reanimator-Sneak,Tommy,1,56995b84-2307-4955-9c7c-dc4f04acdc07
Combo,Reanimator-Sneak,Tommy,1,7c024bae-5631-4e20-ac69-df392ac9e109
Combo,Reanimator-Sneak,Tommy,1,0783b426-a527-42c1-9271-be28b229e1c6
Combo,Reanimator-Sneak,Tommy,1,18a3cca1-e50e-49b6-9e1a-f86640e3b177
Combo,Reanimator-Sneak,Tommy,1,4c732dc7-dd6b-4cc1-bbe0-ff3b1d2c7419
Combo,Reanimator-Sneak,Tommy,1,7740ff55-67bb-409e-90f7-2c2c8b8c770a
Combo,Reanimator-Sneak,Tommy,1,f05e9a3e-8a35-4687-85cb-e31b3927a5e2
Combo,Reanimator-Sneak,Tommy,1,1a6f256b-943e-4cfb-9fc9-d1ded68b5f97
Combo,Reanimator-Sneak,Tommy,1,b51666ae-2aef-4cb1-9cd4-44aec81530f8
Combo,Reanimator-Sneak,Tommy,1,63af3c26-5b1f-46f6-9aa2-036c615bf5ea
Combo,Reanimator-Sneak,Tommy,1,05bdd22c-3e11-4c29-bdfa-d3dfc0e90a9f
Combo,Reanimator-Sneak,Tommy,1,1716b4dd-9045-462b-b053-72de450a8cde
Combo,Reanimator-Sneak,Tommy,1,95c14c4d-6c16-4826-8d93-d89ad04aee09
Combo,Reanimator-Sneak,Tommy,1,1ac01fff-4de6-4783-9489-4127e25bc641
Combo,Reanimator-Sneak,Tommy,1,2b5801fb-2026-4f25-98bc-ebb2f99684b9
Combo,Reanimator-Sneak,Tommy,1,054f2276-2dd5-43da-bb26-c57c560861fe
Combo,Reanimator-Sneak,Tommy,1,4216656e-90e8-45fc-a0f6-0d0d79d0a021
Combo,Reanimator-Sneak,Tommy,1,0324641d-af55-4c53-b4dc-c8262e967da5
Combo-Control,Draw 7 Combo-Control,Lukas Stalder,1,10158a5e-5a03-41ab-85d2-0907ccf32c9b
Combo-Control,Draw 7 Combo-Control,Lukas Stalder,1,3f3c77ad-fce8-4506-90e1-7ef71552a71c
Combo-Control,Draw 7 Combo-Control,Lukas Stalder,1,a1febcf1-afa4-4406-9ac1-5bf98b2765d2
Combo-Control,Draw 7 Combo-Control,Lukas Stalder,1,f62fd592-4910-417d-a500-e7029f3d119f
Combo-Control,Draw 7 Combo-Control,Lukas Stalder,1,54f449ff-4025-465e-9ec5-a5cf42c4c9d3
Combo-Control,Draw 7 Combo-Control,Lukas Stalder,1,68841ca8-a043-4f30-9a17-e983ed960bc2
Combo-Control,Draw 7 Combo-Control,Lukas Stalder,1,ebc01ab4-d89a-4d25-bf54-6aed33772f4b
Combo-Control,Draw 7 Combo-Control,Lukas Stalder,1,5f6927e1-c580-483a-8e2a-6e2deb74800e
Combo-Control,Draw 7 Combo-Control,Lukas Stalder,1,564caf57-4ba5-4993-a35e-945699c94eb7
Combo-Control,Draw 7 Combo-Control,Lukas Stalder,1,187b6719-e5ed-4615-a00b-3313ceca055b
Combo-Control,Draw 7 Combo-Control,Lukas Stalder,1,14065271-d942-42a8-aa38-d8a622c0375d
Combo-Control,Draw 7 Combo-Control,Lukas Stalder,1,da13a060-36ee-41e9-bab1-af8ddcc893b8
Combo-Control,Draw 7 Combo-Control,Lukas Stalder,1,d67be074-cdd4-41d9-ac89-0a0456c4e4b2
Combo-Control,Draw 7 Combo-Control,Lukas Stalder,1,139b90cd-8272-457a-be32-1298145345be
Combo-Control,Draw 7 Combo-Control,Lukas Stalder,1,89345f55-2b32-4356-945a-d56dded39909
Combo-Control,Draw 7 Combo-Control,Lukas Stalder,1,661fc907-7003-45c6-820c-9616e9a71c30
Combo-Control,Draw 7 Combo-Control,Lukas Stalder,1,02d6d693-f1f3-4317-bcc0-c21fa8490d38
Combo-Control,Draw 7 Combo-Control,Lukas Stalder,1,18bd50f2-c3ba-4217-a2d5-bb771e199706
Combo-Control,Draw 7 Combo-Control,Lukas Stalder,1,866b7fd4-86e3-4b42-b1ea-33bad0db1f9f
Combo-Control,Draw 7 Combo-Control,Lukas Stalder,1,8c39f9b4-02b9-4d44-b8d6-4fd02ebbb0c5
Combo-Control,Draw 7 Combo-Control,Lukas Stalder,1,94c6fdd8-21e7-48ae-aa05-a3666b928c1a
Combo-Control,Draw 7 Combo-Control,Lukas Stalder,1,c3896705-bbd2-4ffb-a590-ee78e0eabdc5
Combo-Control,Draw 7 Combo-Control,Lukas Stalder,1,0027e5ca-8046-40a0-bd73-79be55f28bff
Combo-Control,Draw 7 Combo-Control,Lukas Stalder,1,69c68c95-b788-43b1-9f22-1b22c5a00b25
Combo-Control,Draw 7 Combo-Control,Lukas Stalder,1,fc7d1912-7e27-49ef-bd98-375d975a42b0
Combo-Control,Draw 7 Combo-Control,Lukas Stalder,1,748e6a61-9c1f-4225-9f04-e54002f63ac3
Combo-Control,Draw 7 Combo-Control,Lukas Stalder,1,612b2e6e-fe8d-49ad-b845-6fa7fa59ffd1
Combo-Control,Draw 7 Combo-Control,Lukas Stalder,1,15faa763-b897-4e86-b094-73f3236291a9
Combo-Control,Draw 7 Combo-Control,Lukas Stalder,1,cf3eb762-6c3f-4b11-a4f9-968f79370217
Combo-Control,Draw 7 Combo-Control,Lukas Stalder,1,f1a21287-e244-4960-84fb-c4f6e5c346d9
Combo-Control,Draw 7 Combo-Control,Lukas Stalder,1,1e3e8085-cfcd-4e88-b441-4d1f8ac63904
Control,Azorius Blink,Beni,1,f5fb426a-5618-4dd4-9c51-0cc847be8c1d
Control,Azorius Blink,Beni,1,bfa4e927-1d6f-4a64-9801-7d168a5ef3f6
Control,Azorius Blink,Beni,1,01d1e394-1b0c-4b40-ba85-f55973703d41
Control,Azorius Blink,Beni,1,16c8d2fa-54a7-46e8-980c-905258497c90
Control,Azorius Blink,Beni,1,6982a82c-dd32-40d2-8dd2-ec92d0fc6c2d
